mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
37,99f0e500-1e6f-4701-8885-f3dc7fc91b79,Vocabulary: Main Professions,English,415766c7-7703-4f3c-80fe-d4462faf0bb8,Vocabulary,def2717e-dfcb-4423-adcc-64b843b17c6f,4th grade,4th-grade-en-international,40,"Recognize the vocabulary related to the main professions and identify the most common professions, such as teacher and engineer.",,,200,"{
        id: 'aad65844-36e8-49bd-b0f4-cdfeee3b56fb',
        name: 'Vocabulario: Principales Profesiones',
        level: 40,
        keywords: [],
        slug: slugify('Reconocer el vocabulario referente a las principales profesiones y reconocer las profesiones más comunes, como profesor e ingeniero.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'a8f17dc2-331d-4ef5-a64d-93016f44de0b',
        gradeId: 'primaria4',
        topicId: '1cb61515-294b-4c70-a5c7-a1a208e6fdbd',
        description: 'Reconocer el vocabulario referente a las principales profesiones y reconocer las profesiones más comunes, como profesor e ingeniero.',
        bncc: [],
        averageTime: 200,
      },",,en
39,45580e1e-79a5-4594-b4c0-73439e854b83,Islam: Birth and Expansion,History,22ef9ad7-fdcf-450e-ba81-7b61fbe5931c,Medieval History,e1c47a9b-1d86-4826-a611-4b02174c4f04,10th grade,10th-grade-en-international,310,"Discuss the development of the Islamic religion and its spread through the Arabian Peninsula, North Africa, and the Iberian Peninsula.",,,200,"{
        id: '0e46350f-27a3-4e7a-8274-a3e0ca6158b7',
        name: 'Islamismo: Nacimiento y Expansión',
        level: 310,
        keywords: [],
        slug: slugify('Hablar del desarrollo de la religión islámica y su desarrollo por la Península Arábiga, norte de África y Península Ibérica.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'df39c882-1be0-4014-8c10-0a2a45649b22',
        gradeId: 'media1',
        topicId: '46ae5ea3-9a29-418e-bb18-f917828353f4',
        description: 'Hablar del desarrollo de la religión islámica y su desarrollo por la Península Arábiga, norte de África y Península Ibérica.',
        bncc: [],
        averageTime: 200,
      },",,en
40,cf510f87-041a-436f-84d0-638489f5e084,Quadrilateral: Rectangle,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,10th grade,10th-grade-en-international,720,"Understand what a rectangle is. Calculate measurements of sides and angles in a rectangle. Solve problems involving rectangles, such as a rectangle in rectangular format.",,,50,"{
        id: 'cfa0a86d-c33c-4ce1-9122-0184956c3cf4',
        name: 'Cuadrilátero: Rectángulo',
        level: 720,
        keywords: [],
        slug: slugify('Entender qué es un rectángulo. Calcular medidas de lados y ángulos en un rectángulo. Resolver problemas que tengan rectángulo, como un rectángulo en formato rectangular.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Entender qué es un rectángulo. Calcular medidas de lados y ángulos en un rectángulo. Resolver problemas que tengan rectángulo, como un rectángulo en formato rectangular.',
        bncc: [],
        averageTime: 50,
      },",,en
41,cfd837fa-ad46-466a-9be8-a15050ee7e8c,Inequalities: Introduction,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,7th grade,7th-grade-en-international,240,"Solve basic first-degree inequalities, including greater than, less than, greater than or equal to, and less than or equal to (example: for what values of x, do we have 3x-4>0?).",,,200,"{
        id: 'db2ed6f7-cc24-44af-aeae-8c752544465b',
        name: 'Inecuaciones: Introducción',
        level: 240,
        keywords: [],
        slug: slugify('Resolver inecuaciones básicas de primer grado, de mayor que, menor que, mayor o igual y menor o igual (ejemplo: ¿para qué valores de x, tenemos 3x-4>0?).', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Resolver inecuaciones básicas de primer grado, de mayor que, menor que, mayor o igual y menor o igual (ejemplo: ¿para qué valores de x, tenemos 3x-4>0?).',
        bncc: [],
        averageTime: 200,
      },",,en
42,684d20b3-ca6b-4102-a453-e4974c4d595b,Complex Numbers: Trigonometric Form,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Trigonometry,8f1ee2c0-8221-4982-8fa9-556db0d1ff89,12th grade,12th-grade-en-international,1020,Write complex numbers in trigonometric form and convert complex numbers written in trigonometric form into algebraic form and vice versa.,,,150,"{
        id: '637be434-57d2-4fc9-82cc-873fe3e64055',
        name: 'Números Complejos: Forma Trigonométrica',
        level: 1020,
        keywords: [],
        slug: slugify('Escribir los números complejos en forma trigonométrica y convertir números complejos escritos en forma trigonométrica en forma algebraica y viceversa.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media3',
        topicId: 'dd70bdff-d85c-40a6-8aa6-5478fb58af63',
        description: 'Escribir los números complejos en forma trigonométrica y convertir números complejos escritos en forma trigonométrica en forma algebraica y viceversa.',
        bncc: [],
        averageTime: 150,
      },",,en
43,a2c1299a-adbc-43e0-9ce6-8e54c663a04a,Verbs: Future Perfect,English,415766c7-7703-4f3c-80fe-d4462faf0bb8,Verbs,74833724-d329-4323-b65b-e70f2f70a520,12th grade,12th-grade-en-international,370,Write verbs in future perfect tense distinguishing from other tenses. Identify verbs written in future perfect.,,,200,"{
        id: '5cc1eee6-9252-42d8-a9a4-9a2468c1a93c',
        name: 'Verbos: Futuro Perfecto',
        level: 370,
        keywords: [],
        slug: slugify('Escribir verbos en futuro perfecto diferenciando de otros tiempos. Identificar verbos escritos en futuro perfecto.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'a8f17dc2-331d-4ef5-a64d-93016f44de0b',
        gradeId: 'media3',
        topicId: 'fc2869ba-ad2f-4116-af1e-330734bbf933',
        description: 'Escribir verbos en futuro perfecto diferenciando de otros tiempos. Identificar verbos escritos en futuro perfecto.',
        bncc: [],
        averageTime: 200,
      },",,en
46,d7733cf1-a151-4ccd-9dc3-e50fdaeefc08,Organic Functions: Nitrile and Isonitrile,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,Organic Chemistry: Organic Compounds,648174ef-7526-48a9-b540-189e5184c7dd,12th grade,12th-grade-en-international,620,"Understand what nitriles and isonitriles are, differentiating nitriles from isonitriles and identifying their properties and characteristics, such as the toxicity of some nitriles.",,,50,"{
        id: '0244c891-5a96-44b8-81fd-bb719754162f',
        name: 'Funciones Orgánicas: Nitrilo e Isonitrilo',
        level: 620,
        keywords: [],
        slug: slugify('Comprender qué son las nitrilas y las isonitrilas, diferenciando las nitrilas de las isonitrilas e identificar sus propiedades y características, como por ejemplo la toxicidad de algunas nitrilas.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media3',
        topicId: '3743195f-73f8-44b9-a2cc-3c21b7c19541',
        description: 'Comprender qué son las nitrilas y las isonitrilas, diferenciando las nitrilas de las isonitrilas e identificar sus propiedades y características, como por ejemplo la toxicidad de algunas nitrilas.',
        bncc: [],
        averageTime: 50,
      },",,en
47,754cefb1-0d5a-477a-8274-5e781434e35e,Track and Field,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,10th grade,10th-grade-en-international,200,"Identify the main athletics modalities, such as races, walks, throws, and jumps, understanding the rules and impacts on the human body.",,,1000,"{
        id: 'e800f491-4f01-428d-910e-f8cd886b3bea',
        name: 'Atletismo',
        level: 200,
        keywords: [],
        slug: slugify('Reconocer las principales modalidades de atletismo, como carreras, marchas, lanzamientos y saltos, comprendiendo las reglas e impactos en el cuerpo humano.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'media1',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Reconocer las principales modalidades de atletismo, como carreras, marchas, lanzamientos y saltos, comprendiendo las reglas e impactos en el cuerpo humano.',
        bncc: [],
        averageTime: 1000,
      },",,en
48,288c2f74-0481-4557-b551-1fba2f246222,"Basic Elements of Gymnastics: Balances, Jumps, and Turns",Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,1st grade,1st-grade-en-international,20,"Understand the importance of gymnastics, its elements, with technical movements that require precision, strength, flexibility, etc.",,,700,"{
        id: 'def6a95a-c0a3-4935-b069-8dd0c249de52',
        name: 'Elementos Básicos de la Gimnasia: Equilibrios, Saltos y Giros',
        level: 20,
        keywords: [],
        slug: slugify('Comprender la importancia de la gimnasia, sus elementos, con movimientos técnicos, que exigen precisión, fuerza, flexibilidad, etc.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'primaria1',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Comprender la importancia de la gimnasia, sus elementos, con movimientos técnicos, que exigen precisión, fuerza, flexibilidad, etc.',
        bncc: [],
        averageTime: 700,
      },",,en
49,111d98b6-a1f7-4a10-9576-b12b37e96c2a,Function: Inputs and Outputs,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,9th grade,9th-grade-en-international,460,Calculate inputs and outputs of certain functions. Solve problems involving the calculation of inputs and outputs of functions.,,,150,"{
        id: '70a78c37-ff51-4b5b-8af0-b31ae463762e',
        name: 'Función: Entradas y Salidas',
        level: 460,
        keywords: [],
        slug: slugify('Calcular entradas y salidas de determinadas funciones. Resolver problemas que involucren el cálculo de entradas y salidas de funciones.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'secundaria3',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Calcular entradas y salidas de determinadas funciones. Resolver problemas que involucren el cálculo de entradas y salidas de funciones.',
        bncc: [],
        averageTime: 150,
      },",,en
50,222fe82c-1233-4bf6-9c8e-6efa1212db71,Volleyball,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,11th grade,11th-grade-en-international,230,"Learn about volleyball rules, characteristics, main championships, player positions, types of plays, and the history of the sport.",,,400,"{
        id: '0929db09-ad33-4d06-bd51-6e040ef17862',
        name: 'Voleibol',
        level: 230,
        keywords: [],
        slug: slugify('Conocer las reglas del voleibol, características, reglas, principales campeonatos, posiciones de los jugadores, tipos de jugada y la historia del deporte.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'media2',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Conocer las reglas del voleibol, características, reglas, principales campeonatos, posiciones de los jugadores, tipos de jugada y la historia del deporte.',
        bncc: [],
        averageTime: 400,
      },",,en
51,b6c50e06-5e7a-4a54-9b1e-535ccd562289,Combat Sports,Physical Education,bdb2036f-032c-4ee7-bc1f-c10387415f10,Sport,fcd97af9-0cbf-4019-b8d3-7769917086a6,12th grade,12th-grade-en-international,260,"Understanding that combat sports are physical disciplines where two opponents face each other with the goal of overcoming each other through specific fighting techniques. Additionally, it is essential to understand their main rules, the most prominent championships, and the code of ethics that governs this type of sport.",,,400,"{
        id: '294a8952-7bb2-4799-8958-b6b28b404a70',
        name: 'Deportes de Combate',
        level: 260,
        keywords: [],
        slug: slugify('Conocer que los deportes de combate son disciplinas físicas en las que dos oponentes se enfrentan con el objetivo de superarse mutuamente mediante técnicas específicas de lucha. Además, es fundamental entender sus principales reglas, los campeonatos más destacados y el código de ética que rige este tipo de deporte.""', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '12c7c5ca-4b2c-4403-bf28-87eeb5c81b5b',
        gradeId: 'media3',
        topicId: '910a7bda-995a-4e1b-ad3b-4125893f4af6',
        description: 'Conocer que los deportes de combate son disciplinas físicas en las que dos oponentes se enfrentan con el objetivo de superarse mutuamente mediante técnicas específicas de lucha. Además, es fundamental entender sus principales reglas, los campeonatos más destacados y el código de ética que rige este tipo de deporte.""',
        bncc: [],
        averageTime: 400,
      },",,en
52,3894a317-84a9-4407-9da5-f0817fae0cda,Quadratic Equation: Bhaskara,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Algebra,87fe07aa-598b-42d0-9f9b-a8dd73c2f818,10th grade,10th-grade-en-international,660,Solve quadratic equations like ax²+bx+c=0 and problems that require using the Bhaskara formula x=(-b±√Δ)/2a to find the solutions of the equation.,,,50,"{
        id: '28327c97-6c54-4a6a-af33-bf2cf671e35c',
        name: 'Ecuación de Segundo Grado: Bhaskara',
        level: 660,
        keywords: [],
        slug: slugify('Resolver ecuaciones de segundo grado como ax²+bx+c=0 y problemas que requieran utilizar la fórmula de Bhaskara x=(-b±√Δ)/2a para encontrar las soluciones de la ecuación.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media1',
        topicId: '81d1e794-5a74-4c6e-9491-27ddb08fb3fe',
        description: 'Resolver ecuaciones de segundo grado como ax²+bx+c=0 y problemas que requieran utilizar la fórmula de Bhaskara x=(-b±√Δ)/2a para encontrar las soluciones de la ecuación.',
        bncc: [],
        averageTime: 50,
      },",,en
